symbol,name,amount,year
6139.KL,Syarikat Takaful Malaysia Bhd,0.0735,2016
6139.KL,Syarikat Takaful Malaysia Bhd,0.12,2017
6139.KL,Syarikat Takaful Malaysia Bhd,0.15,2018
6149.KL,Metrod Holdings Berhad,0.06,2015
6149.KL,Metrod Holdings Berhad,0.06,2016
6149.KL,Metrod Holdings Berhad,0.06,2017
6173.KL,Bina Darulaman Bhd,0.035,2015
6173.KL,Bina Darulaman Bhd,0.04,2016
6173.KL,Bina Darulaman Bhd,0.045,2017
6181.KL,Malton Bhd,0.03,2015
6181.KL,Malton Bhd,0.025,2016
6181.KL,Malton Bhd,0.025,2017
6238.KL,Hock Seng Lee Bhd,0.026,2015
6238.KL,Hock Seng Lee Bhd,0.024,2016
6238.KL,Hock Seng Lee Bhd,0.024,2017
6351.KL,Amway (Malaysia) Holdings Berhad,0.4,2015
6351.KL,Amway (Malaysia) Holdings Berhad,0.25,2016
6351.KL,Amway (Malaysia) Holdings Berhad,0.2,2017
6399.KL,Astro Malaysia Holdings Berhad,0.125,2015
6399.KL,Astro Malaysia Holdings Berhad,0.0975,2016
6399.KL,Astro Malaysia Holdings Berhad,0.125,2017
6432.KL,Apollo Food Holdings Berhad,0.25,2015
6432.KL,Apollo Food Holdings Berhad,0.3,2016
6432.KL,Apollo Food Holdings Berhad,0.25,2017
6491.KL,Kumpulan Fima Bhd,0.085,2015
6491.KL,Kumpulan Fima Bhd,0.09,2016
6491.KL,Kumpulan Fima Bhd,0.09,2017
6599.KL,Aeon Co. (M) Bhd,0.05,2015
6599.KL,Aeon Co. (M) Bhd,0.04,2016
6599.KL,Aeon Co. (M) Bhd,0.03,2017
6645.KL,Lingkaran Trans Kota Holdings Berhad,0.25,2015
6645.KL,Lingkaran Trans Kota Holdings Berhad,0.2,2016
6645.KL,Lingkaran Trans Kota Holdings Berhad,0.3,2017
6718.KL,Crescendo Corporation Berhad,0.07,2015
6718.KL,Crescendo Corporation Berhad,0.05,2016
6718.KL,Crescendo Corporation Berhad,0.06,2017
6742.KL,YTL Power International Berhad,0.1,2015
6742.KL,YTL Power International Berhad,0.1,2016
6742.KL,YTL Power International Berhad,0.04902,2017
6769.KL,JKG Land Berhad,0.002,2015
6769.KL,JKG Land Berhad,0.003,2016
6769.KL,JKG Land Berhad,0.003,2017
6888.KL,Axiata Group Berhad,0.22,2015
6888.KL,Axiata Group Berhad,0.17,2016
6888.KL,Axiata Group Berhad,0.08,2017
6939.KL,Fiamma Holdings Bhd,0.06,2015
6939.KL,Fiamma Holdings Bhd,0.075,2016
6939.KL,Fiamma Holdings Bhd,0.015,2017
6939.KL,Fiamma Holdings Bhd,0.0175,2018
6947.KL,DiGi.Com Berhad,0.243,2015
6947.KL,DiGi.Com Berhad,0.21,2016
6947.KL,DiGi.Com Berhad,0.19,2017
6947.KL,DiGi.Com Berhad,0.046,2018
6963.KL,VS Industry Berhad,0.167,2015
6963.KL,VS Industry Berhad,0.051,2016
6963.KL,VS Industry Berhad,0.057,2017
6963.KL,VS Industry Berhad,0.025,2018
7022.KL,Globetronics Technology Bhd,0.09,2015
7022.KL,Globetronics Technology Bhd,0.06,2016
7022.KL,Globetronics Technology Bhd,0.06,2017
7029.KL,Master-Pack Group Berhad,0.025,2015
7029.KL,Master-Pack Group Berhad,0.01,2016
7029.KL,Master-Pack Group Berhad,0.01,2017
7033.KL,Kumpulan H & L High-Tech Berhad,0.05,2015
7033.KL,Kumpulan H & L High-Tech Berhad,0.02,2016
7033.KL,Kumpulan H & L High-Tech Berhad,0.05,2017
7034.KL,Thong Guan Industries Bhd,0.04,2015
7034.KL,Thong Guan Industries Bhd,0.15,2016
7034.KL,Thong Guan Industries Bhd,0.06,2017
7035.KL,CCK Consolidated Holdings Bhd,0.02,2015
7035.KL,CCK Consolidated Holdings Bhd,0.03,2016
7035.KL,CCK Consolidated Holdings Bhd,0.02,2017
7047.KL,Fajarbaru Builder Group Bhd.,0.025,2015
7047.KL,Fajarbaru Builder Group Bhd.,0.0125,2016
7047.KL,Fajarbaru Builder Group Bhd.,0.015,2017
7048.KL,Atlan Holdings Bhd,0.275,2015
7048.KL,Atlan Holdings Bhd,0.125,2016
7048.KL,Atlan Holdings Bhd,0.21,2017
7048.KL,Atlan Holdings Bhd,0.1,2018
7052.KL,Padini Holdings Berhad,0.1,2015
7052.KL,Padini Holdings Berhad,0.1,2016
7052.KL,Padini Holdings Berhad,0.1,2017
7055.KL,PLB Engineering Bhd,0.1,2015
7055.KL,PLB Engineering Bhd,0.05,2016
7055.KL,PLB Engineering Bhd,0.01,2017
7060.KL,New Hoong Fatt Holdings Bhd,0.1,2015
7060.KL,New Hoong Fatt Holdings Bhd,0.11,2016
7060.KL,New Hoong Fatt Holdings Bhd,0.11,2017
7062.KL,Khind Holdings Bhd,0.07,2015
7062.KL,Khind Holdings Bhd,0.1,2016
7062.KL,Khind Holdings Bhd,0.01,2018
7076.KL,CB Industrial Product Holding Bhd,0.09,2015
7076.KL,CB Industrial Product Holding Bhd,0.03,2016
7076.KL,CB Industrial Product Holding Bhd,0.06,2017
7076.KL,CB Industrial Product Holding Bhd,0.03,2018
7078.KL,Ahmad Zaki Resources Berhad,0.02,2015
7078.KL,Ahmad Zaki Resources Berhad,0.02,2016
7078.KL,Ahmad Zaki Resources Berhad,0.015,2017
7081.KL,Pharmaniaga Bhd,0.35,2015
7081.KL,Pharmaniaga Bhd,0.2,2016
7081.KL,Pharmaniaga Bhd,0.16,2017
7083.KL,Analabs Resources Berhad,0.03,2015
7083.KL,Analabs Resources Berhad,0.03,2016
7083.KL,Analabs Resources Berhad,0.0325,2017
7084.KL,QL Resources Berhad,0.0425,2015
7084.KL,QL Resources Berhad,0.0425,2016
7084.KL,QL Resources Berhad,0.032692,2017
7085.KL,LTKM Bhd,0.125,2015
7085.KL,LTKM Bhd,0.04,2016
7085.KL,LTKM Bhd,0.03,2017
7087.KL,Magni-Tech Industries Bhd,0.08,2015
7087.KL,Magni-Tech Industries Bhd,0.16,2016
7087.KL,Magni-Tech Industries Bhd,0.11,2017
7088.KL,Poh Huat Resources Holdings Bhd,0.14,2015
7088.KL,Poh Huat Resources Holdings Bhd,0.08,2016
7088.KL,Poh Huat Resources Holdings Bhd,0.06,2017
7089.KL,Lii Hen Industries Berhad,0.2,2015
7089.KL,Lii Hen Industries Berhad,0.16,2016
7089.KL,Lii Hen Industries Berhad,0.16,2017
7090.KL,Apex Healthcare Berhad,0.11,2015
7090.KL,Apex Healthcare Berhad,0.115,2016
7090.KL,Apex Healthcare Berhad,0.115,2017
7091.KL,Unimech Group Bhd,0.045,2015
7091.KL,Unimech Group Bhd,0.035,2016
7091.KL,Unimech Group Bhd,0.03,2017
7095.KL,PIE Industrial Bhd,0.12,2015
7095.KL,PIE Industrial Bhd,0.12,2016
7095.KL,PIE Industrial Bhd,0.024,2017
7100.KL,Uchi Technologies Berhad,0.1,2015
7100.KL,Uchi Technologies Berhad,0.11,2016
7100.KL,Uchi Technologies Berhad,0.07,2017
7103.KL,Spritzer Bhd.,0.05,2015
7103.KL,Spritzer Bhd.,0.055,2016
7103.KL,Spritzer Bhd.,0.035,2017
7106.KL,Supermax Corporation Berhad,0.05,2015
7106.KL,Supermax Corporation Berhad,0.06,2016
7106.KL,Supermax Corporation Berhad,0.055,2017
7107.KL,Oriental Food Industries Holdings Bhd,0.135,2015
7107.KL,Oriental Food Industries Holdings Bhd,0.05,2016
7107.KL,Oriental Food Industries Holdings Bhd,0.04,2017
7111.KL,Weida (M) Bhd.,0.03,2015
7111.KL,Weida (M) Bhd.,0.03,2016
7111.KL,Weida (M) Bhd.,0.03,2017
7113.KL,Top Glove Corporation Berhad,0.17,2015
7113.KL,Top Glove Corporation Berhad,0.18,2016
7113.KL,Top Glove Corporation Berhad,0.145,2017
7113.KL,Top Glove Corporation Berhad,0.085,2018
7117.KL,Century Logistics Holdings Bhd,0.065,2015
7117.KL,Century Logistics Holdings Bhd,0.04,2016
7117.KL,Century Logistics Holdings Bhd,0.01,2017
7119.KL,Degem Bhd,0.015,2015
7119.KL,Degem Bhd,0.035,2016
7119.KL,Degem Bhd,0.015,2017
7129.KL,Asia File Corporation Bhd.,0.15,2015
7129.KL,Asia File Corporation Bhd.,0.19,2016
7129.KL,Asia File Corporation Bhd.,0.13,2017
7129.KL,Asia File Corporation Bhd.,0.03,2018
7133.KL,United U-LI Corporation Berhad,0.12,2015
7133.KL,United U-LI Corporation Berhad,0.15,2016
7133.KL,United U-LI Corporation Berhad,0.03,2017
7134.KL,PWF Consolidated Berhad,0.08,2015
7134.KL,PWF Consolidated Berhad,0.087212,2016
7134.KL,PWF Consolidated Berhad,0.02,2017
7134.KL,PWF Consolidated Berhad,0.015,2018
7137.KL,UMS Holdings Berhad,0.06,2015
7137.KL,UMS Holdings Berhad,0.06,2016
7137.KL,UMS Holdings Berhad,0.06,2017
7137.KL,UMS Holdings Berhad,0.06,2018
7140.KL,Oka Corp. Bhd,0.03,2015
7140.KL,Oka Corp. Bhd,0.05,2016
7140.KL,Oka Corp. Bhd,0.055,2017
7148.KL,CCM Duopharma Biotech Berhad,0.185,2015
7148.KL,CCM Duopharma Biotech Berhad,0.08,2016
7148.KL,CCM Duopharma Biotech Berhad,0.065,2017
7149.KL,Eng Kah Corporation Berhad,0.065,2015
7149.KL,Eng Kah Corporation Berhad,0.065,2016
7149.KL,Eng Kah Corporation Berhad,0.04,2017
7152.KL,Jaycorp Berhad,0.04,2015
7152.KL,Jaycorp Berhad,0.1,2016
7152.KL,Jaycorp Berhad,0.11,2017
7153.KL,Kossan Rubber Industries Bhd,0.1,2015
7153.KL,Kossan Rubber Industries Bhd,0.115,2016
7153.KL,Kossan Rubber Industries Bhd,0.11,2017
7154.KL,Caely Holdings Bhd,0.01,2015
7154.KL,Caely Holdings Bhd,0.01,2016
7154.KL,Caely Holdings Bhd,0.01,2017
7155.KL,SKP Resources Bhd,0.0196,2015
7155.KL,SKP Resources Bhd,0.035,2016
7155.KL,SKP Resources Bhd,0.0415,2017
7157.KL,CYL Corp. Bhd,0.05,2015
7157.KL,CYL Corp. Bhd,0.06,2016
7157.KL,CYL Corp. Bhd,0.04,2017
7157.KL,CYL Corp. Bhd,0.02,2018
7162.KL,Astino Berhad,0.0291,2015
7162.KL,Astino Berhad,0.0195,2016
7162.KL,Astino Berhad,0.01,2017
7162.KL,Astino Berhad,0.01,2018
7167.KL,Johore Tin Bhd,0.035,2015
7167.KL,Johore Tin Bhd,0.04,2016
7167.KL,Johore Tin Bhd,0.03,2017
7168.KL,PRG Holdings Berhad,0.01,2015
7168.KL,PRG Holdings Berhad,0.01,2016
7168.KL,PRG Holdings Berhad,0.005,2017
7169.KL,Dominant Enterprise Berhad,0.048333,2015
7169.KL,Dominant Enterprise Berhad,0.035,2016
7169.KL,Dominant Enterprise Berhad,0.06,2017
7172.KL,PMB Technology Bhd,0.04,2015
7172.KL,PMB Technology Bhd,0.04,2016
7172.KL,PMB Technology Bhd,0.05,2017
7178.KL,Y.S.P. Southeast Asia Holding Berhad,0.065,2015
7178.KL,Y.S.P. Southeast Asia Holding Berhad,0.065,2016
7178.KL,Y.S.P. Southeast Asia Holding Berhad,0.07,2017
7190.KL,Pelangi Publishing Group Bhd,0.02,2015
7190.KL,Pelangi Publishing Group Bhd,0.0125,2016
7190.KL,Pelangi Publishing Group Bhd,0.0138,2017
7190.KL,Pelangi Publishing Group Bhd,0.02,2018
7199.KL,Kein Hing International Bhd,0.01,2015
7199.KL,Kein Hing International Bhd,0.015,2016
7199.KL,Kein Hing International Bhd,0.015,2017
7200.KL,Tek Seng Holdings Bhd,0.01,2015
7200.KL,Tek Seng Holdings Bhd,0.05,2016
7200.KL,Tek Seng Holdings Bhd,0.01,2017
7201.KL,Progressive Impact Corp. Bhd,0.0038,2015
7201.KL,Progressive Impact Corp. Bhd,0.0023,2016
7201.KL,Progressive Impact Corp. Bhd,0.0061,2017
7202.KL,Classic Scenic Bhd,0.08,2015
7202.KL,Classic Scenic Bhd,0.12,2016
7202.KL,Classic Scenic Bhd,0.1,2017
7203.KL,Wang-Zheng Berhad,0.025,2015
7203.KL,Wang-Zheng Berhad,0.04,2016
7203.KL,Wang-Zheng Berhad,0.03,2017
7205.KL,Cocoaland Holdings Bhd,0.075,2015
7205.KL,Cocoaland Holdings Bhd,0.03,2016
7205.KL,Cocoaland Holdings Bhd,0.1,2017
7207.KL,Success Transformer Corporation Berhad,0.04,2015
7207.KL,Success Transformer Corporation Berhad,0.09,2016
7207.KL,Success Transformer Corporation Berhad,0.05,2017
7209.KL,Cheetah Holdings Berhad,0.0075,2015
7209.KL,Cheetah Holdings Berhad,0.0075,2016
7209.KL,Cheetah Holdings Berhad,0.006,2017
7210.KL,Freight Management Holdings Bhd,0.05,2015
7210.KL,Freight Management Holdings Bhd,0.05,2016
7210.KL,Freight Management Holdings Bhd,0.05,2017
7214.KL,A-Rank Berhad,0.0225,2015
7214.KL,A-Rank Berhad,0.03,2016
7214.KL,A-Rank Berhad,0.0325,2017
7216.KL,Kawan Food Bhd,0.02,2015
7216.KL,Kawan Food Bhd,0.025,2016
7216.KL,Kawan Food Bhd,0.025,2017
7222.KL,Imaspro Corporation Berhad,0.035,2015
7222.KL,Imaspro Corporation Berhad,0.07,2016
7222.KL,Imaspro Corporation Berhad,0.035,2017
7227.KL,Ums-Neiken Group Berhad,0.025,2015
7227.KL,Ums-Neiken Group Berhad,0.03,2016
7227.KL,Ums-Neiken Group Berhad,0.03,2017
7229.KL,Favelle Favco Berhad,0.12,2015
7229.KL,Favelle Favco Berhad,0.15,2016
7229.KL,Favelle Favco Berhad,0.15,2017
7231.KL,Wellcall Holdings Bhd,0.069,2015
7231.KL,Wellcall Holdings Bhd,0.069,2016
7231.KL,Wellcall Holdings Bhd,0.0615,2017
7235.KL,Superlon Holdings Berhad,0.04,2015
7235.KL,Superlon Holdings Berhad,0.08,2016
7235.KL,Superlon Holdings Berhad,0.015,2017
7235.KL,Superlon Holdings Berhad,0.01,2018
7237.KL,Power Root Berhad,0.1,2015
7237.KL,Power Root Berhad,0.1,2016
7237.KL,Power Root Berhad,0.115,2017
7245.KL,WZ Satu Berhad,0.02,2016
7245.KL,WZ Satu Berhad,0.02,2017
7245.KL,WZ Satu Berhad,0.02,2018
7246.KL,Signature International Berhad,0.1,2015
7246.KL,Signature International Berhad,0.02,2016
7246.KL,Signature International Berhad,0.025,2017
7247.KL,SCGM Bhd,0.19,2015
7247.KL,SCGM Bhd,0.08,2016
7247.KL,SCGM Bhd,0.07,2017
7248.KL,SLP Resources Berhad,0.025,2015
7248.KL,SLP Resources Berhad,0.045,2016
7248.KL,SLP Resources Berhad,0.045,2017
7249.KL,Ewein Berhad,0.01,2015
7249.KL,Ewein Berhad,0.005,2016
7249.KL,Ewein Berhad,0.005,2017
7277.KL,Dialog Group Berhad,0.022,2015
7277.KL,Dialog Group Berhad,0.022,2016
7277.KL,Dialog Group Berhad,0.0265,2017
7285.KL,Tomypak Holdings Bhd,0.08,2015
7285.KL,Tomypak Holdings Bhd,0.09,2016
7285.KL,Tomypak Holdings Bhd,0.056,2017
7293.KL,Yinson Holdings Berhad,0.015,2015
7293.KL,Yinson Holdings Berhad,0.02,2016
7293.KL,Yinson Holdings Berhad,0.06,2017
7323.KL,Ken Holdings Bhd,0.03,2015
7323.KL,Ken Holdings Bhd,0.03,2016
7323.KL,Ken Holdings Bhd,0.025,2017
7374.KL,Tien Wah Press Holdings Bhd,0.08,2015
7374.KL,Tien Wah Press Holdings Bhd,0.18,2016
7374.KL,Tien Wah Press Holdings Bhd,0.1,2017
7412.KL,SHH Resources Holdings Bhd,0.1,2015
7412.KL,SHH Resources Holdings Bhd,0.1,2016
7412.KL,SHH Resources Holdings Bhd,0.05,2017
7528.KL,DKLS Industries Bhd,0.03,2015
7528.KL,DKLS Industries Bhd,0.03,2016
7528.KL,DKLS Industries Bhd,0.03,2017
7609.KL,Ajiya Berhad,0.03,2015
7609.KL,Ajiya Berhad,0.05,2016
7609.KL,Ajiya Berhad,0.02,2017
7617.KL,Magna Prima Bhd,0.05,2015
7617.KL,Magna Prima Bhd,0.03,2016
7617.KL,Magna Prima Bhd,0.03,2017
7668.KL,Hai-O Enterprise Bhd,0.15,2015
7668.KL,Hai-O Enterprise Bhd,0.15,2016
7668.KL,Hai-O Enterprise Bhd,0.16,2017
7668.KL,Hai-O Enterprise Bhd,0.06,2018
7757.KL,UPA Corporation Berhad,0.08,2015
7757.KL,UPA Corporation Berhad,0.09,2016
7757.KL,UPA Corporation Berhad,0.08,2017
7803.KL,Rubberex Corp. M Bhd,0.03,2015
7803.KL,Rubberex Corp. M Bhd,0.02,2016
7803.KL,Rubberex Corp. M Bhd,0.0075,2017
7811.KL,Sapura Industrial Bhd,0.06,2015
7811.KL,Sapura Industrial Bhd,0.06,2016
7811.KL,Sapura Industrial Bhd,0.05,2017
8125.KL,Daibochi Plastic & Packaging Industry Bhd,0.145,2015
8125.KL,Daibochi Plastic & Packaging Industry Bhd,0.054,2016
8125.KL,Daibochi Plastic & Packaging Industry Bhd,0.0479,2017
8311.KL,Pesona Metro Holdings Berhad,0.01,2015
8311.KL,Pesona Metro Holdings Berhad,0.02,2016
8311.KL,Pesona Metro Holdings Berhad,0.01,2017
8397.KL,Tiong Nam Logistics Holdings Bhd,0.04,2015
8397.KL,Tiong Nam Logistics Holdings Bhd,0.05,2016
8397.KL,Tiong Nam Logistics Holdings Bhd,0.02,2017
8419.KL,Pansar Bhd,0.0225,2015
8419.KL,Pansar Bhd,0.02,2016
8419.KL,Pansar Bhd,0.01,2017
8443.KL,HIL Industries Bhd,0.015,2015
8443.KL,HIL Industries Bhd,0.015,2016
8443.KL,HIL Industries Bhd,0.015,2017
8494.KL,LBI Capital Bhd,0.05,2015
8494.KL,LBI Capital Bhd,0.07,2016
8494.KL,LBI Capital Bhd,0.07,2017
8524.KL,Taliworks Corporation Berhad,0.17,2015
8524.KL,Taliworks Corporation Berhad,0.08,2016
8524.KL,Taliworks Corporation Berhad,0.08,2017
8583.KL,Mah Sing Group Bhd,0.065,2015
8583.KL,Mah Sing Group Bhd,0.065,2016
8583.KL,Mah Sing Group Bhd,0.065,2017
8591.KL,Crest Builder Holdings Bhd,0.0375,2015
8591.KL,Crest Builder Holdings Bhd,0.04,2016
8591.KL,Crest Builder Holdings Bhd,0.04,2017
8621.KL,LPI Capital Bhd,0.75,2015
8621.KL,LPI Capital Bhd,0.75,2016
8621.KL,LPI Capital Bhd,0.82,2017
8621.KL,LPI Capital Bhd,0.45,2018
8648.KL,Jasa Kita Bhd,0.003,2015
8648.KL,Jasa Kita Bhd,0.003,2016
8648.KL,Jasa Kita Bhd,0.01,2017
8664.KL,S P Setia Berhad,0.097,2015
8664.KL,S P Setia Berhad,0.23,2016
8664.KL,S P Setia Berhad,0.2,2017
8702.KL,Texchem Resources Bhd,0.25,2015
8702.KL,Texchem Resources Bhd,0.1,2016
8702.KL,Texchem Resources Bhd,0.1,2017
8869.KL,Press Metal Bhd,0.09,2015
8869.KL,Press Metal Bhd,0.095,2016
8869.KL,Press Metal Bhd,0.06,2017
8877.KL,Ekovest Berhad,0.02,2015
8877.KL,Ekovest Berhad,0.02,2016
8877.KL,Ekovest Berhad,0.05,2017
8966.KL,Prolexus Bhd,0.042,2015
8966.KL,Prolexus Bhd,0.0325,2016
8966.KL,Prolexus Bhd,0.0125,2017
8966.KL,Prolexus Bhd,0.01,2018
8982.KL,Cepatwawasan Group Bhd,0.02,2015
8982.KL,Cepatwawasan Group Bhd,0.015,2016
8982.KL,Cepatwawasan Group Bhd,0.03,2017
9059.KL,TSH Resources Berhad,0.025,2015
9059.KL,TSH Resources Berhad,0.02,2016
9059.KL,TSH Resources Berhad,0.02,2017
9148.KL,Advanced Packaging Technology M Bhd,0.12,2015
9148.KL,Advanced Packaging Technology M Bhd,0.12,2016
9148.KL,Advanced Packaging Technology M Bhd,0.12,2017
9172.KL,Formosa Prosonic Industries Berhad,0.03,2015
9172.KL,Formosa Prosonic Industries Berhad,0.07,2016
9172.KL,Formosa Prosonic Industries Berhad,0.06,2017
9261.KL,Gadang Holdings Berhad,0.05,2015
9261.KL,Gadang Holdings Berhad,0.07,2016
9261.KL,Gadang Holdings Berhad,0.03,2017
9288.KL,Bonia Corporation Berhad,0.0125,2015
9288.KL,Bonia Corporation Berhad,0.0125,2016
9288.KL,Bonia Corporation Berhad,0.0125,2017
9296.KL,RCE Capital Berhad,0.015,2015
9296.KL,RCE Capital Berhad,0.035,2016
9296.KL,RCE Capital Berhad,0.03,2017
9296.KL,RCE Capital Berhad,0.03,2018
9326.KL,LB Aluminium Bhd,0.02,2015
9326.KL,LB Aluminium Bhd,0.02,2016
9326.KL,LB Aluminium Bhd,0.025,2017
9334.KL,KESM Industries Bhd,0.03,2015
9334.KL,KESM Industries Bhd,0.03,2016
9334.KL,KESM Industries Bhd,0.095,2017
9369.KL,Teo Guan Lee Corp. Bhd,0.075,2015
9369.KL,Teo Guan Lee Corp. Bhd,0.075,2016
9369.KL,Teo Guan Lee Corp. Bhd,0.05,2017
9423.KL,Chee Wah Corp. Bhd,0.02,2015
9423.KL,Chee Wah Corp. Bhd,0.035,2016
9423.KL,Chee Wah Corp. Bhd,0.015,2017
9431.KL,Seni Jaya Corporation Berhad,0.01,2015
9431.KL,Seni Jaya Corporation Berhad,0.01,2016
9431.KL,Seni Jaya Corporation Berhad,0.01,2017
9571.KL,Mitrajaya Holdings Bhd,0.033333,2015
9571.KL,Mitrajaya Holdings Bhd,0.05,2016
9571.KL,Mitrajaya Holdings Bhd,0.05,2017
9598.KL,Pintaras Jaya Bhd,0.18,2015
9598.KL,Pintaras Jaya Bhd,0.2,2016
9598.KL,Pintaras Jaya Bhd,0.2,2017
9792.KL,SEG International Bhd,0.07,2015
9792.KL,SEG International Bhd,0.06,2016
9792.KL,SEG International Bhd,0.035,2017
9822.KL,SAM Engineering & Equipment (M) Berhad,0.1194,2015
9822.KL,SAM Engineering & Equipment (M) Berhad,0.1496,2016
9822.KL,SAM Engineering & Equipment (M) Berhad,0.1028,2017
9865.KL,Suiwah Corp. Bhd,0.06,2015
9865.KL,Suiwah Corp. Bhd,0.035,2016
9865.KL,Suiwah Corp. Bhd,0.01,2017
9873.KL,Prestar Resources Bhd,0.02,2015
9873.KL,Prestar Resources Bhd,0.02,2016
9873.KL,Prestar Resources Bhd,0.05,2017
9962.KL,Gromutual Bhd,0.02,2015
9962.KL,Gromutual Bhd,0.01,2016
9962.KL,Gromutual Bhd,0.02,2017
9997.KL,Pensonic Holdings Bhd,0.035,2015
9997.KL,Pensonic Holdings Bhd,0.03,2016
9997.KL,Pensonic Holdings Bhd,0.02,2017
